Rank,Entita,Score_Avg_now 1-H,Score_Avg_now 4-H,Score_Avg_now 7-d,Discover_Score
165,lacerenza,0.0,0.0,0.0,0.11088822966161462
166,benedetta orlando,0.0,0.0,0.0,0.11081399087085796
167,asia,0.0,0.0,0.0,0.11074029635326887
168,atf,0.0,0.0,0.0,0.11066713883092397
169,jd vance,0.0,0.0,0.0,0.11059451116633974
170,cambogia,0.0,0.0,0.0,0.11052240635894325
171,julio iglesias,0.0,0.0,0.0,0.11045081754165122
172,valore bitcoin,0.0,0.0,0.0,0.11037973797755445
173,infernetto,0.0,0.0,0.0,0.11030916105670341
174,massimo giletti,0.0,0.0,0.0,0.11023908029299152
175,brignano,0.0,0.0,0.0,0.11016948932113223
176,varenne,0.0,0.0,0.0,0.11010038189372698
177,starlink,0.0,0.0,0.0,0.1100317518784207
178,jodie foster,0.0,0.0,0.0,0.10996359325514149
179,tangeri,0.0,0.0,0.0,0.10989590011342192
180,treviso,0.0,0.0,0.0,0.10982866664979875
181,holland,0.0,0.0,0.0,0.10976188716528863
182,bursa,0.0,0.0,0.0,0.109695556062937
183,alexis sánchez,0.0,0.0,0.0,0.10962966784543748
184,margaret spada,0.0,0.0,0.0,0.10956421711282004
185,referendum 8 9 giugno,0.0,0.0,0.0,0.10949919856020456
186,sarah jessica parker,0.0,0.0,0.0,0.10943460697561855
187,ministro urso,0.0,0.0,0.0,0.10937043723787641
188,nicola porro,0.0,0.0,0.0,0.10930668431451801
189,brisighella,0.0,0.0,0.0,0.10924334325980511
190,sanchez,0.0,0.0,0.0,0.10918040921277318
191,lady gaga milano,0.0,0.0,0.0,0.10911787739533732
192,marracash,0.0,0.0,0.0,0.10905574311044995
193,sofia vergara,0.0,0.0,0.0,0.10899400174030915
194,vladimir putin,0.0,0.0,0.0,0.10893264874461546
195,david hasselhoff,0.0,0.0,0.0,0.10887167965887609
196,blake lively,0.0,0.0,0.0,0.10881109009275462
197,brescia,0.0,0.0,0.0,0.10875087572846497
198,valeria graci,0.0,0.0,0.0,0.10869103231920811
199,messi,0.0,0.0,0.0,0.10863155568765029
200,veronica gentili,0.0,0.0,0.0,0.10857244172444135
201,nonostante film,0.0,0.0,0.0,0.1085136863867719
202,bariloche,0.0,0.0,0.0,0.10845528569696827
203,omicidio pierina,0.0,0.0,0.0,0.10839723574112384
204,neymar,0.0,0.0,0.0,0.10833953266776583
205,rete 4 diretta,0.0,0.0,0.0,0.10828217268655647
206,diretta it,0.0,0.0,0.0,0.10822515206702722
207,unipol arena,0.0,0.0,0.0,0.10816846713734539
208,la lista dei miei desideri,0.0,0.0,0.0,0.10811211428311204
209,phuket,0.0,0.0,0.0,0.10805608994619015
210,narni,0.0,0.0,0.0,0.10800039062356212
211,lucrezia lando,0.0,0.0,0.0,0.10794501286621618
